year,PM_lower,PM_mean,PM_upper,ISO3,Country,reporting_region_name,,,REGION,Super_region_name,SUPER-REGION,O3_mean,O3_lower,O3_upper
2010,12.03,12.28,12.53,LVA,Latvia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,49.09096,46.15438,52.16665
2013,11.78,12.02,12.26,LVA,Latvia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,48.71197,45.76363,51.50096
1990,17.86,18.24,18.63,MAR,Morocco,North Africa / Middle East,,,15,North Africa / Middle East,2,57.78885,54.5036,61.29672
1995,18.09,18.48,18.87,MAR,Morocco,North Africa / Middle East,,,15,North Africa / Middle East,2,58.48112,55.09953,61.78194
2000,18.12,18.51,18.9,MAR,Morocco,North Africa / Middle East,,,15,North Africa / Middle East,2,58.7915,55.35962,61.93123
2005,18.07,18.46,18.86,MAR,Morocco,North Africa / Middle East,,,15,North Africa / Middle East,2,58.94397,55.53734,62.56125
2010,16.47,16.82,17.15,MAR,Morocco,North Africa / Middle East,,,15,North Africa / Middle East,2,58.74394,55.25103,62.2997
2013,16.99,17.35,17.7,MAR,Morocco,North Africa / Middle East,,,15,North Africa / Middle East,2,58.68579,55.17876,62.39554
1990,31.05,32.09,33.23,MDA,Moldova,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,61.91043,58.37761,65.49483
1995,23.71,24.35,25.03,MDA,Moldova,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,60.25145,56.73152,63.6789
2000,18.81,19.22,19.65,MDA,Moldova,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,58.94995,55.52476,62.66528
2005,17.6,17.98,18.35,MDA,Moldova,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,58.33143,54.67649,61.78538
2010,17.31,17.68,18.04,MDA,Moldova,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,58.03317,54.47927,61.44781
2013,16.7,17.06,17.39,MDA,Moldova,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,57.74745,54.22808,61.09964
1990,5.62,5.82,6.03,MDG,Madagascar,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,38.97778,36.57995,41.17975
1995,5.59,5.79,6,MDG,Madagascar,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,38.96854,36.53466,41.3468
2000,5.57,5.77,5.98,MDG,Madagascar,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.04089,36.60213,41.24147
2005,5.68,5.88,6.09,MDG,Madagascar,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.38491,36.87293,41.67647
2010,5.88,6.08,6.29,MDG,Madagascar,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.82328,37.39858,42.37162
2013,5.99,6.2,6.41,MDG,Madagascar,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.97511,37.54461,42.4366
1990,6.21,6.42,6.64,MDV,Maldives,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,,,
1995,6.21,6.42,6.64,MDV,Maldives,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,,,
2000,6.22,6.43,6.65,MDV,Maldives,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,,,
2005,6.26,6.46,6.68,MDV,Maldives,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,,,
2010,6.27,6.47,6.69,MDV,Maldives,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,,,
2013,6.3,6.51,6.72,MDV,Maldives,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,,,
1990,14.21,14.5,14.79,MEX,Mexico,"Latin America, Central",,,12,Latin America and Caribbean ,5,61.63443,57.88442,65.60849
1995,15.59,15.93,16.24,MEX,Mexico,"Latin America, Central",,,12,Latin America and Caribbean ,5,62.4233,58.64973,66.07899
2000,16.07,16.42,16.75,MEX,Mexico,"Latin America, Central",,,12,Latin America and Caribbean ,5,62.50758,58.88727,66.2354
2005,15.04,15.36,15.65,MEX,Mexico,"Latin America, Central",,,12,Latin America and Caribbean ,5,61.83752,58.1253,65.54764
2010,12.78,13.04,13.3,MEX,Mexico,"Latin America, Central",,,12,Latin America and Caribbean ,5,60.72595,57.21672,64.36783
2013,11.68,11.93,12.17,MEX,Mexico,"Latin America, Central",,,12,Latin America and Caribbean ,5,60.37775,56.72199,63.88794
1990,3.95,4.12,4.3,MHL,Marshall Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
1995,3.9,4.08,4.26,MHL,Marshall Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2000,3.9,4.07,4.26,MHL,Marshall Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2005,4.35,4.53,4.72,MHL,Marshall Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2010,4.46,4.64,4.84,MHL,Marshall Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2013,4.36,4.54,4.73,MHL,Marshall Islands,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
1990,24.99,25.69,26.45,MKD,Macedonia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,68.84736,64.84361,72.80866
1995,22.05,22.61,23.2,MKD,Macedonia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,68.25304,64.21983,72.46096
2000,20.08,20.55,21.04,MKD,Macedonia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,67.73008,63.52951,71.83678
2005,19.21,19.64,20.08,MKD,Macedonia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,67.1963,63.4037,71.13311
2010,17.61,17.98,18.35,MKD,Macedonia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,66.87811,62.9794,70.66208
2013,16.64,16.99,17.33,MKD,Macedonia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,66.64269,62.43199,70.63047
1990,32.46,33.63,34.91,MLI,Mali,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,48.86177,46.05384,51.77224
1995,32.57,33.74,35.03,MLI,Mali,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,49.27469,46.57169,52.26826
2000,32.61,33.79,35.09,MLI,Mali,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,49.5829,46.66575,52.58654
2005,33.42,34.65,36,MLI,Mali,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,49.71659,46.76249,52.72077
2010,32.02,33.17,34.43,MLI,Mali,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,49.94814,46.97486,52.89451
2013,34.6,35.91,37.37,MLI,Mali,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,50.02405,47.0504,52.98168
1990,21.42,21.95,22.5,MLT,Malta,"Europe, Western",,,10,High income,1,72.70529,68.60135,77.32163
1995,20.15,20.62,21.11,MLT,Malta,"Europe, Western",,,10,High income,1,72.41737,67.8941,76.6953
2000,19.03,19.45,19.89,MLT,Malta,"Europe, Western",,,10,High income,1,71.63594,67.18129,75.92309
2005,17.21,17.57,17.93,MLT,Malta,"Europe, Western",,,10,High income,1,70.94287,66.84953,75.13323
2010,17.6,17.98,18.34,MLT,Malta,"Europe, Western",,,10,High income,1,69.9277,65.82951,74.02507
2013,13.8,14.08,14.36,MLT,Malta,"Europe, Western",,,10,High income,1,69.54625,65.18015,73.78166
1990,14.18,14.46,14.75,MMR,Myanmar,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,64.85474,61.23344,68.54089
1995,13.91,14.19,14.47,MMR,Myanmar,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,65.2449,61.52178,69.05448
2000,14.92,15.23,15.53,MMR,Myanmar,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,66.77808,62.62185,70.59652
2005,19.34,19.78,20.25,MMR,Myanmar,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,70.58553,66.47516,74.59403
2010,24.5,25.18,25.93,MMR,Myanmar,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,75.41834,70.91074,80.05199
2013,28.04,28.92,29.9,MMR,Myanmar,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,77.63445,72.96475,82.3266
1990,19.84,20.29,20.77,MNE,Montenegro,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,67.54285,63.22803,71.74851
1995,16.85,17.21,17.55,MNE,Montenegro,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,66.78669,62.56734,70.75677
2000,14.81,15.11,15.41,MNE,Montenegro,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,65.87975,62.36472,69.73396
2005,15.37,15.69,16,MNE,Montenegro,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,65.2058,61.29204,69.06862
2010,14.08,14.37,14.65,MNE,Montenegro,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,64.47852,60.52527,68.14649
2013,14.64,14.95,15.24,MNE,Montenegro,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,64.15095,60.23671,67.92789
1990,10.91,11.14,11.36,MNG,Mongolia,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,49.89413,46.82629,52.65041
1995,9.96,10.17,10.37,MNG,Mongolia,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,49.56257,46.89571,52.40573
2000,9.46,9.66,9.85,MNG,Mongolia,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,49.2273,46.51601,52.19442
2005,9.46,9.65,9.85,MNG,Mongolia,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,49.12839,46.16279,52.20622
2010,9.68,9.88,10.08,MNG,Mongolia,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,49.24364,46.33919,51.92138
2013,8.15,8.33,8.51,MNG,Mongolia,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,49.11072,46.105,51.95157
1990,5.47,5.66,5.87,MOZ,Mozambique,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,44.26822,41.70538,46.8871
1995,5.55,5.74,5.95,MOZ,Mozambique,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,44.47295,41.60214,47.10903
2000,5.74,5.93,6.13,MOZ,Mozambique,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,44.87041,42.36181,47.62581
2005,6.19,6.39,6.6,MOZ,Mozambique,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,45.6806,42.95121,48.36145
2010,6.75,6.95,7.17,MOZ,Mozambique,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,46.71321,44.12086,49.41921
2013,7.13,7.33,7.55,MOZ,Mozambique,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,47.2101,44.32329,49.93476
1990,72.15,76.47,81.47,MRT,Mauritania,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,43.8261,41.02537,46.53684
1995,70.81,75.02,79.87,MRT,Mauritania,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.02011,41.59423,46.60884
2000,69.67,73.77,78.49,MRT,Mauritania,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.04179,41.25818,46.83885
2005,63.96,67.55,71.67,MRT,Mauritania,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.00575,41.46518,46.5778
2010,62.09,65.5,69.42,MRT,Mauritania,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.01987,41.41926,46.69652
2013,66.32,70.1,74.44,MRT,Mauritania,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,44.00737,41.49957,46.49188
1990,9.22,9.44,9.67,MUS,Mauritius,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,38.0094,35.68453,40.18919
1995,9.22,9.44,9.67,MUS,Mauritius,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,37.9981,35.7772,40.15349
2000,9.22,9.44,9.67,MUS,Mauritius,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,38.17537,35.80865,40.51537
2005,9.27,9.5,9.73,MUS,Mauritius,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,38.61166,36.2878,40.91173
2010,9.36,9.58,9.81,MUS,Mauritius,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.23171,37.06384,41.57726
2013,9.43,9.65,9.89,MUS,Mauritius,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,39.35462,36.92582,41.67123
1990,6.99,7.2,7.42,MWI,Malawi,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,48.14819,45.36343,50.77017
1995,6.86,7.07,7.29,MWI,Malawi,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,48.20511,45.50087,51.14652
2000,6.93,7.14,7.36,MWI,Malawi,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,48.66256,45.70976,51.7123
2005,7.74,7.96,8.19,MWI,Malawi,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,49.69695,46.92226,52.67765
2010,8.36,8.58,8.81,MWI,Malawi,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.06465,48.11387,53.88611
2013,8.91,9.13,9.36,MWI,Malawi,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.66278,48.64818,54.8232
1990,18.03,18.48,18.96,MYS,Malaysia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,49.3363,46.40368,52.24734
1995,14.56,14.87,15.16,MYS,Malaysia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,46.38757,43.58112,49.3056
2000,11.86,12.11,12.35,MYS,Malaysia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,44.72421,42.26818,47.71745
2005,12.33,12.59,12.84,MYS,Malaysia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,45.04036,42.38084,47.52704
2010,12.2,12.46,12.7,MYS,Malaysia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,46.69397,43.86424,49.45699
2013,14.11,14.4,14.68,MYS,Malaysia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,46.73927,43.89028,49.67392
1990,9.5,9.71,9.93,NAM,Namibia,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,57.59837,54.06987,61.09127
1995,9.06,9.28,9.5,NAM,Namibia,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,57.90967,54.60569,61.33208
2000,8.98,9.2,9.42,NAM,Namibia,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,58.25652,54.88634,61.76135
2005,7.68,7.9,8.12,NAM,Namibia,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,59.35871,55.9503,62.82992
2010,7.81,8.02,8.25,NAM,Namibia,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,60.37324,56.56316,64.12041
2013,8.1,8.32,8.55,NAM,Namibia,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,60.95118,57.24698,64.43155
1990,35.26,36.58,38.05,NER,Niger,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,51.64825,48.49319,54.78849
1995,35.16,36.47,37.93,NER,Niger,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,52.0243,48.83271,55.27993
2000,35.05,36.37,37.82,NER,Niger,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,52.25215,49.22247,55.35595
2005,36.33,37.73,39.28,NER,Niger,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,52.30007,49.33762,55.42422
2010,35.64,36.99,38.48,NER,Niger,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,52.39477,49.04243,55.64371
2013,36.67,38.1,39.69,NER,Niger,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,52.38095,49.12189,55.48557
1990,29.95,30.95,32.06,NGA,Nigeria,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,66.27812,62.11263,70.5765
1995,29.69,30.68,31.77,NGA,Nigeria,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,66.95052,62.90502,70.89156
2000,29.39,30.36,31.43,NGA,Nigeria,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,67.38256,63.20485,71.32471
2005,29.74,30.73,31.82,NGA,Nigeria,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,67.62563,63.81331,71.75011
2010,27.52,28.38,29.33,NGA,Nigeria,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,67.47665,63.43029,71.46443
2013,28.57,29.5,30.53,NGA,Nigeria,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,67.53767,63.50301,71.86209
1990,6.72,6.93,7.15,NIC,Nicaragua,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.00203,37.40876,42.46703
1995,6.82,7.03,7.25,NIC,Nicaragua,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.33351,37.86513,42.94562
2000,6.93,7.14,7.36,NIC,Nicaragua,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.65705,38.14911,43.33291
2005,7.31,7.52,7.74,NIC,Nicaragua,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.80438,38.24989,43.13497
2010,7.05,7.25,7.48,NIC,Nicaragua,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.87598,38.58606,43.35121
2013,6.78,6.98,7.2,NIC,Nicaragua,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.94235,38.41921,43.397
1990,27.31,28.13,29.03,NLD,Netherlands,"Europe, Western",,,10,High income,1,47.37875,44.50626,50.12803
1995,22.83,23.42,24.05,NLD,Netherlands,"Europe, Western",,,10,High income,1,48.98757,46.14594,51.9137
2000,19.41,19.84,20.3,NLD,Netherlands,"Europe, Western",,,10,High income,1,50.45863,47.33068,53.56393
2005,18.2,18.59,18.99,NLD,Netherlands,"Europe, Western",,,10,High income,1,51.43603,48.44756,54.54858
2010,16.97,17.33,17.68,NLD,Netherlands,"Europe, Western",,,10,High income,1,52.13718,49.26497,55.15503
2013,16.48,16.83,17.16,NLD,Netherlands,"Europe, Western",,,10,High income,1,52.78376,49.81312,55.97985
1990,9.2,9.41,9.62,NOR,Norway,"Europe, Western",,,10,High income,1,45.78774,43.23185,48.47596
1995,8.4,8.6,8.81,NOR,Norway,"Europe, Western",,,10,High income,1,45.81686,43.11701,48.46332
2000,7.74,7.95,8.16,NOR,Norway,"Europe, Western",,,10,High income,1,45.82408,43.04349,48.55476
2005,7.52,7.73,7.94,NOR,Norway,"Europe, Western",,,10,High income,1,45.69102,42.89794,48.58669
2010,6.85,7.05,7.26,NOR,Norway,"Europe, Western",,,10,High income,1,45.6645,42.97319,48.29405
2013,5.84,6.04,6.24,NOR,Norway,"Europe, Western",,,10,High income,1,45.46923,42.9044,48.00352
1990,28.74,29.66,30.68,NPL,Nepal,"Asia, South",,,4,South Asia,3,61.54794,57.70819,65.43808
1995,30.32,31.35,32.47,NPL,Nepal,"Asia, South",,,4,South Asia,3,63.53209,59.94409,67.0506
2000,32.16,33.3,34.56,NPL,Nepal,"Asia, South",,,4,South Asia,3,65.84472,62.08065,69.55753
2005,35.61,36.97,38.49,NPL,Nepal,"Asia, South",,,4,South Asia,3,69.50949,65.16064,73.71096
2010,39.79,41.46,43.33,NPL,Nepal,"Asia, South",,,4,South Asia,3,73.44176,69.205,77.83988
2013,44.08,46.06,48.3,NPL,Nepal,"Asia, South",,,4,South Asia,3,75.81537,71.52386,80.24198
1990,8.27,8.49,8.72,NZL,New Zealand,Australasia,,,6,High income,1,34.17253,32.10374,36.2814
1995,8.29,8.51,8.74,NZL,New Zealand,Australasia,,,6,High income,1,34.26186,32.20658,36.18938
2000,8.3,8.52,8.75,NZL,New Zealand,Australasia,,,6,High income,1,34.35389,32.22355,36.43051
2005,8.31,8.53,8.76,NZL,New Zealand,Australasia,,,6,High income,1,34.54556,32.64154,36.6468
2010,8.4,8.62,8.85,NZL,New Zealand,Australasia,,,6,High income,1,34.8488,32.77072,36.94255
2013,8.42,8.64,8.87,NZL,New Zealand,Australasia,,,6,High income,1,34.8772,32.81473,36.99097
1990,26.44,27.24,28.1,OMN,Oman,North Africa / Middle East,,,15,North Africa / Middle East,2,71.07871,66.9641,75.23398
1995,26.4,27.19,28.05,OMN,Oman,North Africa / Middle East,,,15,North Africa / Middle East,2,73.36767,68.64986,77.77451
2000,26.5,27.3,28.16,OMN,Oman,North Africa / Middle East,,,15,North Africa / Middle East,2,75.42879,71.05573,79.66795
2005,27.12,27.95,28.85,OMN,Oman,North Africa / Middle East,,,15,North Africa / Middle East,2,76.71238,72.07415,81.55057
2010,29.24,30.17,31.21,OMN,Oman,North Africa / Middle East,,,15,North Africa / Middle East,2,77.57964,72.79283,82.05545
2013,29.4,30.34,31.38,OMN,Oman,North Africa / Middle East,,,15,North Africa / Middle East,2,78.58556,73.67479,83.39741
1990,35.21,36.53,37.99,PAK,Pakistan,"Asia, South",,,4,South Asia,3,59.04307,55.51674,62.65248
1995,36.61,38.02,39.59,PAK,Pakistan,"Asia, South",,,4,South Asia,3,61.0376,57.40393,64.78935
2000,38.17,39.7,41.4,PAK,Pakistan,"Asia, South",,,4,South Asia,3,63.22365,59.19037,66.80731
2005,40.05,41.71,43.57,PAK,Pakistan,"Asia, South",,,4,South Asia,3,65.25606,61.5395,69.01888
2010,41.53,43.3,45.28,PAK,Pakistan,"Asia, South",,,4,South Asia,3,67.41147,63.5849,71.51092
2013,44.2,46.15,48.36,PAK,Pakistan,"Asia, South",,,4,South Asia,3,68.78956,64.87966,72.74961
1990,5.98,6.18,6.39,PAN,Panama,"Latin America, Central",,,12,Latin America and Caribbean ,5,38.41614,36.08058,40.86522
1995,6.03,6.24,6.45,PAN,Panama,"Latin America, Central",,,12,Latin America and Caribbean ,5,39.26961,36.85402,41.7293
2000,6.24,6.44,6.66,PAN,Panama,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.06495,37.68013,42.38966
2005,5.81,6.02,6.23,PAN,Panama,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.90482,38.31852,43.33268
2010,5.74,5.94,6.15,PAN,Panama,"Latin America, Central",,,12,Latin America and Caribbean ,5,41.83638,39.36309,44.38678
2013,6.61,6.81,7.03,PAN,Panama,"Latin America, Central",,,12,Latin America and Caribbean ,5,42.40915,39.85437,44.83468
1990,7.64,7.84,8.04,PER,Peru,"Latin America, Andean",,,11,Latin America and Caribbean ,5,38.6089,36.29067,40.98111
1995,8.01,8.21,8.41,PER,Peru,"Latin America, Andean",,,11,Latin America and Caribbean ,5,38.82386,36.63541,41.1593
2000,8.71,8.92,9.12,PER,Peru,"Latin America, Andean",,,11,Latin America and Caribbean ,5,39.51549,37.23813,41.89292
2005,10.37,10.59,10.81,PER,Peru,"Latin America, Andean",,,11,Latin America and Caribbean ,5,40.91657,38.46986,43.22869
2010,11.08,11.31,11.54,PER,Peru,"Latin America, Andean",,,11,Latin America and Caribbean ,5,42.86639,40.19434,45.48762
2013,12.64,12.89,13.15,PER,Peru,"Latin America, Andean",,,11,Latin America and Caribbean ,5,43.70192,41.18031,46.35535
1990,8.88,9.09,9.31,PHL,Philippines,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,38.58594,36.29962,40.89976
1995,9.04,9.25,9.47,PHL,Philippines,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,38.61745,36.29526,40.78248
2000,9.09,9.3,9.52,PHL,Philippines,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,38.87098,36.62658,41.08685
2005,9.27,9.49,9.71,PHL,Philippines,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,39.15384,36.81852,41.24409
2010,8.7,8.92,9.14,PHL,Philippines,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,39.66747,37.28256,41.9821
2013,8.4,8.6,8.81,PHL,Philippines,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,39.94324,37.49195,42.23828
1990,6.36,6.56,6.77,PNG,Papua New Guinea,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,30.92976,28.95557,32.82661
1995,5.55,5.75,5.96,PNG,Papua New Guinea,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,29.30374,27.60566,31.05711
2000,5.03,5.22,5.43,PNG,Papua New Guinea,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.18031,26.45663,29.85632
2005,4.94,5.13,5.33,PNG,Papua New Guinea,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,27.98008,26.20027,29.71452
2010,5.18,5.37,5.58,PNG,Papua New Guinea,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.3603,26.65667,30.11994
2013,5.72,5.9,6.09,PNG,Papua New Guinea,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,28.23137,26.45059,30.035
1990,29.94,30.92,32,POL,Poland,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,56.23998,52.57764,59.78979
1995,23.16,23.77,24.43,POL,Poland,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,56.60932,53.38104,59.87614
2000,18.63,19.04,19.46,POL,Poland,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,56.72466,53.47226,60.03615
2005,18.59,18.99,19.41,POL,Poland,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,56.47536,53.06783,60.0462
2010,17.77,18.16,18.54,POL,Poland,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,55.91651,52.63571,59.29347
2013,16.62,16.98,17.32,POL,Poland,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,55.76872,52.49682,58.98113
1990,25.39,26.14,26.95,PRK,North Korea,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,61.52162,57.80345,65.11436
1995,23.31,23.94,24.62,PRK,North Korea,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,62.61921,58.69006,66.27872
2000,21.89,22.46,23.06,PRK,North Korea,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,64.16752,60.43431,68.02295
2005,22.86,23.46,24.11,PRK,North Korea,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,65.85299,61.8715,69.7512
2010,22.63,23.22,23.86,PRK,North Korea,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,67.56986,63.65695,71.73766
2013,23.67,24.32,25.04,PRK,North Korea,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,68.7059,64.51603,72.78678
1990,14.49,14.79,15.08,PRT,Portugal,"Europe, Western",,,10,High income,1,58.14819,54.938,61.61874
1995,14.39,14.68,14.97,PRT,Portugal,"Europe, Western",,,10,High income,1,58.88776,55.59143,62.14956
2000,14.01,14.3,14.58,PRT,Portugal,"Europe, Western",,,10,High income,1,58.90584,55.44662,62.24008
2005,12.87,13.13,13.39,PRT,Portugal,"Europe, Western",,,10,High income,1,57.77965,54.37414,61.30688
2010,10.33,10.55,10.78,PRT,Portugal,"Europe, Western",,,10,High income,1,55.84074,52.56897,59.27045
